place,like,content,tag,date
아르넬,29,"선물하시는 분들의 마음을 담아,,,🤍(이번주 토-일은 백신접종으로 인해 휴무입니다)-.*이번주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #arenel #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#arenel', '#아르넬', '#아르넬플라워']",2021-09-27
아르넬,36,"결혼기념일이라며 주문해주신,,,💓 아르넬 오늘은 이만 마감해요! 내일 일요일은 휴무입니다 :-)-.*다음주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #arenel #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#arenel', '#아르넬', '#아르넬플라워']",2021-09-25
강남,31,"@triode.official  파티셰, 셰프님들이 함께 만든 케익을 먹어보고 싶다면 강남 #트리오드 로❣️주말가지마아 #강남역카페 #강남역카페추천 #서울디저트맛집 #서울핫플카페","['#트리오드', '#강남역카페', '#강남역카페추천', '#서울디저트맛집', '#서울핫플카페']",2021-09-25
Le Pul,330,"정동길 돌담을 따라 걷다보면푸른 나무들 사이로 보이는카페들과 역사를 자랑하는학교 건물을 만나게 된다.그 사이에 위치한 작은 레스토랑#르풀작은 마당에 앉아서 여유롭게커피 한잔과 파니니를 함께즐기면 너무 좋을 것 같은..작은 아늑함을선사하는 레스토랑. #lepul라자냐와 샌드위치 맛집으로많은 분들에게 사랑받는 레스토랑이다.🎀르풀📍서울시 중구 정동길 33 신아일보⏰영업시간평일 10:00 - 21:00 명절당일 휴무(신정,구정,추석)전화연락바랍니다.토요일 11:00 - 20:00일요일 11:00 - 20:00공휴일 11:00 - 20:00 🍽Signature menu르풀 파니니:9,800원샐러드:13,500원치즈비프 샌드위치:10,000원#르풀카페#정동길카페르풀#서울카페","['#르풀작은', '#lepul라자냐와', '#르풀카페', '#정동길카페르풀', '#서울카페']",2021-09-24
아르넬,27,예쁘다💗 오늘도 꽃밤 되세요 :-) 내일 토요일도 아르넬은 열려있어요-.*이번주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #arenel #아르넬 #아르넬플라워,"['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#arenel', '#아르넬', '#아르넬플라워']",2021-09-24
서울시강서구,342,"🌿햇살도 좋은 요즘~김포공항 근처에 생긴 신상 카페#heythegreen 카페 가는 길도 푸릇푸릇해서 너무좋지만 카페 안도 너무 푸릇푸릇해서정말 힐링되는 곳이다.애견인들에게 희속식인 것은여긴 애견놀이터가 따로 준비되어 있다는것이다. 심지어 크다!! 오~~예!!캠핑 의자와 작은 테이블까지 👏🏻👏🏻날씨 좋은 날 가족들과 혹은 사랑하는사람과 그리고 강아지들이랑같이 오면 너무 좋을 것 같다.이곳 디저트도 너무 예쁘게 나온다는 점.커피는 무난하다.디저트와 어울릴 산미없는 커피.취향대로 고르시면 될 듯~^^🎀헤이더그린📍서울시 강서구 대장로 58 🚗주차장 완전 넓음.⏰영업시간매일 11:00~21:00🍽Signature menu시그니처 크림커피 :8,500원아보카도바나나 블렌디드:8,500원#헤이더그린카페#서울강서구카페","['#heythegreen', '#헤이더그린카페', '#서울강서구카페']",2021-09-23
아르넬,26,"남자친구분에게 처음 하는 꽃선물이라고 하셨는데 좋은 선물 되셨기를,,💛-.*이번주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #arenel #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#arenel', '#아르넬', '#아르넬플라워']",2021-09-23
대충유원지 인왕산,98,진정 끝나가는 연휴🦧…꼭 아쉬운 마지막날은 날씨가 좋드랑 ~?,[],2021-09-22
아르넬,42,"메리골드를 꼭 넣어달라고 하셨던,,🌼 남자친구분에게 전역기념으로 선물하시는 여자친구분의 주문이에요, 좋은 선물 되셨길 바래요💛-.*추석 연휴 지나고 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #arenel #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#arenel', '#아르넬', '#아르넬플라워']",2021-09-19
아르넬,42,"남자친구에게 축하의 의미로 선물하신다는,,,💛 연휴 시작이라 그런지 오늘 많은 분들이 아르넬 찾아주셔서 감사했어요, 내일부터 수요일까지 아르넬도 휴무입니다 모두 추석 연휴 잘 보내시길 바래요 :-)-.*추석 연휴 지나고 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #arenel #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#arenel', '#아르넬', '#아르넬플라워']",2021-09-18
무던,18,✨,[],2021-09-17
아르넬,28,"오늘도 꽃밤,💛내일 토요일까지는 아르넬 열려있어요 일요일부터 수요일까지 휴무입니다 :-)-.* 이번주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #arenel #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#arenel', '#아르넬', '#아르넬플라워']",2021-09-17
아르넬,36,"꾸준히 인기있는 자나장미 꽃다발,💓-.* 이번주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #arenel #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#arenel', '#아르넬', '#아르넬플라워']",2021-09-16
,136,또 가고 싶은  빅베🧡서울엔 왜이렇게맛있고 예쁜 디저트카페가 많은걸까요🥺,[],2021-09-16
Layered,331,"🌿항상 사람이 많아서 들어갈 엄두도못냈지만, 하늘이 보이는 디저트 카페라서..유모차를 끄는 아이엄마에게 문을 열어주고 잡아주는 사장님의 따스함이너무 감동이어서..발길을 멈추고들어간 카페 #카페레이어드안국 이다.요즘 설레게 하늘이 예뻐서 자꾸 올려다 보게된다. 그런 하늘을 바라보면서 디저트와 잘 어울리는 커피 한잔을 마신다면이보다 더 좋을 수 있을까?아기자기한 소품들로 과하지 않게 꾸며진멋스러운 카페..좋은 음악을 들으며 퇴근 길 배고픔을 잠시 달랠 수 있는 카페..이곳은 따스함이 있는 카페입니다.🎀카페레이어드 📍서울시 종로구 북촌로 2길 2-3⏰영업시간평일 08:00 - 22:00 주말 10:00 - 22:00🍽Signature menu클래식 버터스콘 :4,500원바질스콘 :4,500원케익은 취향대로..#카페레이어드안국#안국역카페#서울카페","['#카페레이어드안국', '#카페레이어드안국', '#안국역카페', '#서울카페']",2021-09-15
아르넬,40,"끊임없는 고민, 일단 맛있게 구워졌으니 먹고 생각해보는걸로,,🍞 -.* 이번주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #arenel #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#arenel', '#아르넬', '#아르넬플라워']",2021-09-15
Butter Book,364,"해방촌 언덕 위에 위치한러블리한 도넛가게 #버터북사실 이곳은 이미 알고 있는 사람들이 많은 곳이고 사랑받는 곳이다~ 라즈베리도넛과 바닐라 도넛, 앙버터까지달콤 가득한 메뉴를 준비해놓고 사람들을 기다린다.오픈 시간에 맞춰서 가면 도넛을 맛보긴힘들지만 주변의 남산 뷰과 탁트인 시야 덕분에상쾌함을 느낄 수 있다.여유롭게 즐기고 싶다면 오픈 방문 추천.🎀버터북📍서울시 용산구 신흥로 15길 20 숙대입구역 5번 출구 GS25시 앞에서  용산 02번 버스타고 남산교회입구에서 내리면  가까움.⏰영업시간영업시간평일 11:00 - 20:00 월요일 휴무 🍽Signature menu라즈베리 도넛:4,500원바닐라 도넛 : 4,000원보틀밀크 :5,000원#버터북#해방촌카페#해방촌도넛맛집","['#버터북사실', '#버터북', '#해방촌카페', '#해방촌도넛맛집']",2021-09-14
아르넬,36,"여리여리한 색감이라 더 예뻤던,🤍-.* 이번주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #arenel #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#arenel', '#아르넬', '#아르넬플라워']",2021-09-13
홍대입구역,332,"디저트와 커피의 완벽한 pairing #이미커피디저트에 따라 커피 종류가 달라지는 섬세함이 있는 카페이다.주문할 때와 디저트와 커피가 delivery 될 때 친절한 설명과 커피, 디저트에 관한 카드가 같이 전해진다.그리고 우린 맛을 즐기기만 하면 된다.디저트와 커피를 조화롭게 먹는 것만으로도완벽한 떼루아에서 잘 자란 포도로 만들어진와인 한잔을 마시는 느낌이랑 비슷한 느낌을받는다.오늘 꼭 방문해 보시길 권하고 싶다.🎀이미커피📍서울시 마포구 동교로 25길 7⏰영업시간수~금요일 : 12:00~21:00🍽Signature menu이곳이 준비한 디저트를 취향대로 고르면 됨.#이미커피#홍대카페#이미커피페어링","['#이미커피디저트에', '#이미커피', '#홍대카페', '#이미커피페어링']",2021-09-10
아르넬,53,"새로운메뉴 단짠단짠 크림솔티카라멜, 내일부터 판매되어요!💛-.* 이번주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #arenel #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#arenel', '#아르넬', '#아르넬플라워']",2021-09-12
체다앤올리,21,이 날 첫끼...오후5시에 먹은거라...사막에 오아시스같이 먹은 샐러드샐러드 야채도 많았고 딱 적당하게 먹기 좋았다 날 좋을때 테라스도 좋지만 더울때 창을 바라보며 먹는것도 짱 조은거 같다,[],2021-09-11
Timeaftertime,22,커피도 맛있고 공간도 예쁘고 노래도 좋고 ••• 사실 팬심이 너무 많이 들어가 객관적 판단 불가....그냥 다 좋은 ..🌊🌊,[],2021-09-11
,29,오늘 하루도 고생 많으셨더요우리 헤린이 여러뷴🖤커피 한쟌 들고 눈누난나져는 다시 일하러 갑니댜🌝오늘도 가을신상 마구마구올라왔더요 언능 구경와용💛네이버 #헤이웨어 검색 아시쥬?#역시커피는 #블루보틀 #짱맛,"['#헤이웨어', '#역시커피는', '#블루보틀', '#짱맛']",2021-09-09
원형들,75,#딸기말차 💚..#원형들 #원형들카페 #핑크딜 #핑크딜케이크 #충무로카페 #서울카페 #서울핫플카페,"['#딸기말차', '#원형들', '#원형들카페', '#핑크딜', '#핑크딜케이크', '#충무로카페', '#서울카페', '#서울핫플카페']",2021-09-08
Timeaftertime,389,어떻게쓰는지모름,[],2021-09-07
,370,20시간순삭,[],2021-09-07
아르넬,19,🤍-.* 이번주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #가로수길플라워카페 #아르넬 #아르넬플라워,"['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#가로수길플라워카페', '#아르넬', '#아르넬플라워']",2021-09-07
원형들,290,여기 오고싶어 죽는쥬아라짜나,[],2021-09-07
대명항,96,#돌고래 꼬리는 행운 안전이라는 뜻이 있대요💟-,['#돌고래'],2021-09-06
,52,#선상카페야 크크💤-,['#선상카페야'],2021-09-06
Gimpo,102,#배 위에서 커피 먹어 본 사람✋🏻-,['#배'],2021-09-06
myc,208,"나처럼 통뚱한(?) 하트가 담긴 카푸치노 🤍날씨가 급 선선해지니까 뭔가 자꾸만 아쉽구 ,, 🌬",[],2021-09-05
Very Kitchen,53,100년 넘은 건물의 갬성📻,[],2021-09-04
Coffee and Cigarettes,16,서울 뷰맛집 카페...♡노래도 너무 좋고 들어갈때 향도 좋다운 좋게 창가자리에 앉아 있었는데 뷰가 너무 예뻐서 사실 커피고 요거트가 맛이 기억이 나지 않는다..🥲사진에 담기지 않는게 넘 속상하다ㅠㅠ직원들도 친절하시고 무조건무조건 또 가야하는 카페!!,[],2021-09-04
히든트랙헤이즐,327,"항상 길을 걷다가 만나게 되는특별한 장소들이 있다.사실 연남동에 새로이 생긴 카페를가다가 발견한 곳인데, 생각보다유명한 곳이었다.가든으로 들어가는 길과 입구가인상적인 카페 ☕️#히든트랙헤이즐 지나가는 사람들의 발걸음을 멈추게만드는 히든카페이다.크렘브륄레 라떼 한잔은산미가 느껴지는 커피와 설탕의 달콤함이섞여져 입을 즐겁게 만든다.다른 커피들의 맛도 궁금해진다.🎀히든트랙헤이즐📍서울시 마포구 성미산로 153-9⏰영업시간월~일 13:00 - 22:00 수요일 휴무🍽Signature menu바닐라빈 크림 아인슈페너 :6,000원크렘브륄레 라떼 :6,500원#히든트랙헤이즐#연남동카페","['#히든트랙헤이즐', '#히든트랙헤이즐', '#연남동카페']",2021-09-03
10 Corso Como Seoul,87,"서울 청담동 10꼬르소꼬모청담동 분위기 좋은 카페. 편집샵과 카페를 겸하는 곳답게 인테리어가 트렌디하고 힙했어요. 우선 밀크티는 진하고 달콤한 우리가 아는 그 맛이었어요.초콜릿 타르트는 굉장히 진한 단 맛이라, 하루치 당이 다 충전되는 맛이었어요. 메뉴 전부 다 맛있었습니다. 다음엔 브런치 메뉴나 빙수를 먹어보고 싶어요 🙈✔️다크초콜릿타르트 19,000원✔️로얄밀크티 16,000원✔️망고스무디 19,000원#서울 #서울여행 #서울카페 #서울맛집 #압구정카페 #압구정 #청담동 #청담동맛집 #청담동카페 #10corsocomo #10꼬르소꼬모 #서울핫플 #서울핫플카페 #카페 #밀크티맛집","['#서울', '#서울여행', '#서울카페', '#서울맛집', '#압구정카페', '#압구정', '#청담동', '#청담동맛집', '#청담동카페', '#10corsocomo', '#10꼬르소꼬모', '#서울핫플', '#서울핫플카페', '#카페', '#밀크티맛집']",2021-09-03
Cafe Onion,59,"아침 9시, 출근을 하고 있어야 할 친구한테서 전화가 왔어요. 회사를 안 갔대요 오늘. 집에서 일하나 밖에서 일하나 차이 없는 우리는 강 건너 성수로 넘어와서 자리를 잡았어요. 비가 내리는 평일 낮인데도 역시 핫플에는 사람들이 많습니다. 👭🏽#디지털노마드",['#디지털노마드'],2021-08-31
"Seoul, South Korea - 서울",897,"[망원동 재신]마당이 있는 단독주택 카페, 망원동의 #재신 입니다.넓고 조용한 카페인 이곳은 개방적인 마당과 브라운톤의 벽돌이 인상적인 공간. 요즘 같은 시국으로 인해 야외 테라스자리를 선호하는 사람들에게 좋은 곳입니다.휘낭시에와 케익 등 커피와 함께 즐길 수 있는 디저트도 있답니다. 가정집같이 편안한 공간을 찾으신다면 재신을 추천드립니다.📍 서울 마포구 동교로9길 12📍 평일 08:30 - 22:00📍 주말 11:00 - 22:00함께 추억을 공유한 사람들@woo_ffee @m_su__r @green_zzzone#더핫플_망원동 #서울카페 #서울핫플카페 #망리단길 #망원동카페 #서울카페투어 #망원동맛집 #망원역카페 #망원카페 #seoul","['#재신', '#더핫플_망원동', '#서울카페', '#서울핫플카페', '#망리단길', '#망원동카페', '#서울카페투어', '#망원동맛집', '#망원역카페', '#망원카페', '#seoul']",2021-08-30
Mtl Hanmam,62,"이태원에 위치한 색다른 분위기를 자아내는 카페 mtl 한남을 소개합니다.♥️ mtl은 미니멀라이프와 문화적만족감이라는 지향점 아래 우리의 삶에 건강한 영향을 끼치는 일들을 한다고 합니다. 베를린의 스페셜티 커피 브랜드 보난자 커피와 mtl 베이커리를 통해 건강하고 맛있는 문화를 제공한다고 하는데요.*한남점 뿐 아니라 효창점, 동탄점에서도 만나볼 수 있다고 하니 방문 시 참고해주세요.✔ 서울 용산구 이태원로49길 24✔️ 한강진역 1번 출구✔ 매일 10am-10pm✔ 명절 당일만 휴무✔️ insta @mtl_cafebakery",[],2021-08-28
오베흐트 Vegan Donuts,296,"🌿햇살이 좋아서 어디든 가야했던 어제..회현역에 위치한 비건카페 #오베흐트 🍩 먹어보겠다공퇴근길  발걸음을 옮겨봤다.카페 옆 남산뷰를 바라보면서멋진 곳에 위치하고 있다는 생각이 들었다.도넛을 즐길 수 있는 카페로 맛도 달다.커피컵 위로 도넛을 꽂아준다. 귀엽게~~오베흐트의 시그니처는 컵위로 도넛이 올라온다는 것!!🎀오베흐트📍서울시 중구 퇴계로 10길 34  지하철 회현역 1번출구에서 가까움. 주차불가🍽 Signature menu오레오 쿠키 앤 크림 도넛 : 3,500원흑임자 글레이즈 앤 흑임자크림 ;3,500원피넛버터 앤 베리잼 도넛;3,300원#오베흐트#오베흐트카페#회연역카페 #회현카페","['#오베흐트', '#오베흐트', '#오베흐트카페', '#회연역카페', '#회현카페']",2021-08-25
목화씨라운지 연남,315,"빈티지 감성 가득한 연남동 핫플목화씨 라운지.입구부터 유럽 감성 가득 담고 있다.분위기도 좋고, 커피맛도 좋아서이미 많은 분들의 사랑을 받고 있는 곳이라서 사진으로 즐감하시길 바란다.🎀목화씨라운지📍서울시 마포구 성미산로 29길 23⏰운영시간 평일 13:00~21:00주말 12:00~21:00🍽Signature menu커스터스 푸딩 :6,500원아몬드블랑 :7,000원#목화씨라운지 #연남동카페","['#목화씨라운지', '#연남동카페']",2021-08-19
신당역,282,"스프레드가 너무 맛있는 이곳~호밀빵과 브리오슈빵이 너무 맛있는 이곳~신당역에 위치한 로드리.외관이 너무 러블리한 곳이라 사진 찍으시는 분들의 핫플로 유명하다.스프레드 맛집으로 추천하고 싶은 곳.사장님 서비스로 주신 허브자몽티 한잔에행복해진 나~~^^다음에 또 갈께요~🎀카페로드리📍서울시 중구 퇴계로 414🍽 Signature menu 브리오슈,호밀빵 : 1,900원 스프레드: 2,500원#신당카페 #카페로드리","['#신당카페', '#카페로드리']",2021-08-18
식물성 도산,436,🌱🌿🪴,[],2021-08-17
,255,"하늘도 푸르른 오늘월요일이라 그나마 오픈하는 카페를 들렀다.신당에 위치한 모구모구 과자점이다.케익과 파운드, 쿠키를 즐길 수 있는 곳이다.목타서 라떼는 원샷했다앙 ㅋㅋ사진 안찍었네 ㅋㅋㅋ 허당🎀모구모구 과자점 인 신당📍서울시 중구 퇴계로81길 7-11🍽Signature menu베이컨 치즈 계란빵 : 2,900원무화과 크림치즈 휘낭시에 :2,500원#신당동카페 #모구모구과자점인신당","['#신당동카페', '#모구모구과자점인신당']",2021-08-16
로와이드,191,"금요팅 !!!! 오늘만 버티면 대체 공휴일까지 쉴 수 있도용.그나저나 또 먹고 싶다, 우피 파이 👩🏻‍🍳요기 커피도 맛있고 베이커리도 맛있음 :) #레드벨벳케이크 #우피파이 #미국식초코파이 #내단골집예약 #로와이드카페","['#레드벨벳케이크', '#우피파이', '#미국식초코파이', '#내단골집예약', '#로와이드카페']",2021-08-13
홍대 카카오프렌즈샵,88,카카오& #공미학 홍대 #카카오프렌즈 건물 3층에 위치한 #공미학카페 맛도 좋고 분위기까지 다 잡은 #서울핫플 #인싸카페 ! 귀요미 피치 보러 갔다가 #공미학마포홍대점 을 발견해서~눈도 즐겁고 입도 즐거운 시간 보냈습니다❤#공미학홍대점 #홍대카페 #홍대카카오프렌즈샵 #홍대데이트#홍대입구역카페 #홍대맛집#합정카페 #합정역맛집 #카페투어 #카페추천 #홍대카카오프렌즈 #서울핫플레이스 #서울핫플카페 #홍대펍 #카페데이트 #카페공미학 #카페탐방 #카페디저트 #카페맛집 #먹방 #먹방투어 #먹스타그램🍴 #맛집탐방 #홍대카페추천 @gongmihak @kakaofriends_official,"['#공미학', '#카카오프렌즈', '#공미학카페', '#서울핫플', '#인싸카페', '#공미학마포홍대점', '#공미학홍대점', '#홍대카페', '#홍대카카오프렌즈샵', '#홍대데이트', '#홍대입구역카페', '#홍대맛집', '#합정카페', '#합정역맛집', '#카페투어', '#카페추천', '#홍대카카오프렌즈', '#서울핫플레이스', '#서울핫플카페', '#홍대펍', '#카페데이트', '#카페공미학', '#카페탐방', '#카페디저트', '#카페맛집', '#먹방', '#먹방투어', '#먹스타그램🍴', '#맛집탐방', '#홍대카페추천']",2021-08-12
서울숲 카페거리,263,인형뽑기 문 !! 🚪지나가다가 우와 거리면서 ㅋㅋ  동생한테 찍어달라고 해서 찍은 샷 😆 #paperdollmate #인테리어내스퇄 #나몇짤 ?,"['#paperdollmate', '#인테리어내스퇄', '#나몇짤']",2021-08-12
"Seoul, Korea",19,"알록달록 강풀만화거리 신상카페#아이아오공강공간, 색다른 매력있는 인테리어에서귀욤뽀짝 파운드케익,시원한커피까지!!😋통유리창에서 들어오는 따사한 햇살은덤:)_이번주말에 신상카페 뽀시러가자!!!.#서울카페#아이아오#아이아오카페#서울데이트#서울신상카페#서울가볼만한곳#서울데이트#서울핫플#서울핫플카페#성내동카페#성내동맛집#좋아요#좋반#선팔#맞팔#카페투어#서울데이트코스","['#아이아오공강공간', '#서울카페', '#아이아오', '#아이아오카페', '#서울데이트', '#서울신상카페', '#서울가볼만한곳', '#서울데이트', '#서울핫플', '#서울핫플카페', '#성내동카페', '#성내동맛집', '#좋아요', '#좋반', '#선팔', '#맞팔', '#카페투어', '#서울데이트코스']",2021-08-09
Staff picks 스태픽스,448,이국적이고 너무 이뻤던 #스태픽스 ◡̈,['#스태픽스'],2021-08-08
다운타우너 성수 피치스 - Downtowner Seongsu Peaches,125,#피치스도원 지금아닌 두세달전 서울#유명카페 기다린시간 30~40분구경시간 5분 😂,"['#피치스도원', '#유명카페']",2021-08-08
,80,더웠던 날핫플카페커피 맛있던 곳,[],2021-08-07
아르넬,22,"오늘도 아르넬은 열려있어요!🙈💛구매 가능한 꽃이 많이 남지는 않아서 필요하신 분들 미리 연락주시고 방문해주시면 더 좋을거 같구요, 마감은 조금 이르게 할 수도 있으니 참고해주세요🤍-.* 이번주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #가로수길플라워카페 #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#가로수길플라워카페', '#아르넬', '#아르넬플라워']",2021-08-07
바하마스,19,강동구 신상카페 #바하마스커피바 운 좋게 가오픈기간에 갈 수 있었다.아메리카노가 아니고서는 아무리 맛있어도 커피를 끝까지 잘 못 마시는데 바하마스 커피는 끝까지 마시게 된다😋디저트까지 먹으려 했지만 커피 한잔으로 만족 가능한 !그래도 오픈 후에는 다들 많이 먹는 스콘이나 샌드위치도 먹어봐야겠다,['#바하마스커피바'],2021-08-03
아르넬,53,"예쁜 목수국들🙈💚아르넬 오늘도 열려있어요! 커피드시러, 꽃 사러 놀러오세요💛-.* 이번주에 필요하신 꽃은 카톡으로 미리 예약 부탁드려요! / DM✖️*...(*매장방문시 마스크 착용 필수입니다*)✔️신사동 526-13 / 꽃주문 예약 - 카톡 leeje920 (DM✖️)...........#신사동가로수길 #가로수길꽃집 #가로수길카페 #가로수길플라워카페 #아르넬 #아르넬플라워","['#신사동가로수길', '#가로수길꽃집', '#가로수길카페', '#가로수길플라워카페', '#아르넬', '#아르넬플라워']",2021-08-03
,23,가보고싶었던 #카페우물 마시고 싶었던 바질 토마토 에이드는 없어서 아쉬웠지만 덕분에 피넛버터크림커피를 먹을 수 있었다 진짜 크림 짱맛있다...디저트는 인기 많은 황치즈버터바를 먹으려다가 민초단 친구가 있어 민트로 먹었는데 이것두 맛있다..무조건 재방문해야지 😏,['#카페우물'],2021-08-01
성북동 빵공장,120,성북동 빵공장,[],2021-07-31
Respire,217,"망리단길에 생긴 예쁜 카페유럽풍 카페 레스피레로초대합니다.Si Tu Vois Ma Mere 곡이 흘러 나오는 지금.. 유럽 거리를 걷다 잠시 쉬어가는느낌으로 에이드를 즐겨봅니다.🎀레스피레📍서울시 마포구 월드컵로 13길 55-24  주차는 공영주차시설 이용. 🍸시그니처 메뉴  🧇레몬딜버터크로플;6,500 🍹바질토마토에이드; 7,000  🍷☕️를 모두 즐길 수 있는 곳#서울카페#망원카페#레스피레","['#서울카페', '#망원카페', '#레스피레']",2021-07-30
,865,"#광고집 가까우면 매일 오고 싶은 #잇츠매직자연 친화적인 인테리어에 음료도 너무 예쁘고~ 쾌적한 분위기까지 완벽!!#SK매직 의 첫 번째 브랜드 공간인 잇츠매직에서는 대표 제품 체험존과 다양한 쿠킹클래스 행사도 진행해서 연인, 친구, 가족과 함께 추억만들기 좋은 장소에요~푸릇 푸릇한 플랜테리어로 꾸며진 길동라운지 카페도 있는데요! 시럽을 넣으면 색이 변하는 매직레몬티 너무 신기했어요~ 시그니처 음료가 매직레몬티와 그린피스타치오라떼라고 하니 꼭꼭 드셔보세요!공간 자체로도 힐링이였는데 안마의자 체험존까지 있어서 부모님 모시고 또 가고 싶은 곳! 우리 동네에도 잇츠매직 꼭 생기면 좋겠어요~~ #핫플레이스 #이츠매직 #주말일상 #주말가볼만한곳 #오늘뭐하지 #서울놀거리 #서울데이트코스 #테라로사 #서울","['#광고집', '#잇츠매직자연', '#SK매직', '#핫플레이스', '#이츠매직', '#주말일상', '#주말가볼만한곳', '#오늘뭐하지', '#서울놀거리', '#서울데이트코스', '#테라로사', '#서울']",2021-07-30
